id_paquete,peso_kg,distancia_km,tipo_servicio,es_fragil,costo_envio
PKG-2476,9.02,640.5,Mismo_Dia,Si,117.45
PKG-2477,10.68,338.2,Estandar,Si,61.8
PKG-2478,18.8,332.3,Estandar,Si,76.3
PKG-2479,19.68,215.8,Estandar,No,54.57
PKG-2480,20.65,40.7,Express,Si,68.91
PKG-2481,1.16,101.3,Express,No,22.82
PKG-2482,8.43,680.8,Express,Si,99.2
PKG-2483,7.01,,Estandar,No,61.72
PKG-2484,16.6,188.7,Express,No,56.69
PKG-2485,19.29,716.0,Mismo_Dia,No,130.79
PKG-2486,24.0,331.7,Estandar,Si,87.32
PKG-2487,6.51,410.2,Express,No,67.36
PKG-2488,21.0,661.8,Mismo_Dia,No,129.04
PKG-2489,28.64,745.2,Estandar,No,121.61
PKG-2490,20.6,564.0,Estandar,Si,100.36
PKG-2491,6.31,745.4,Express,No,88.02
PKG-2492,5.03,454.7,Express,No,64.9
PKG-2493,9.27,630.1,Estandar,No,73.06
PKG-2494,10.65,549.6,Express,Si,93.31
PKG-2495,24.13,451.8,Estandar,Si,94.14
PKG-2496,28.0,289.3,Estandar,No,75.54
PKG-2497,23.86,748.1,Estandar,Si,120.03
PKG-2498,9.21,417.9,Express,No,74.92
PKG-2499,1.61,49.1,Estandar,No,7.65
PKG-2500,20.63,680.9,Express,No,106.4
PKG-2501,3.91,647.4,Mismo_Dia,No,91.66
PKG-2502,2.97,,Estandar,No,60.87
PKG-2503,30.0,349.1,Express,No,102.8
PKG-2504,15.97,230.4,Estandar,No,52.2
PKG-2505,2.81,255.8,Express,No,36.73
PKG-2506,9.54,39.8,Estandar,Si,37.48
PKG-2507,1.69,727.5,Mismo_Dia,Si,106.19
PKG-2508,10.64,292.4,Estandar,No,49.62
PKG-2509,9.32,153.6,Mismo_Dia,Si,76.93
PKG-2510,6.3,544.7,Estandar,No,58.37
PKG-2511,21.0,244.1,Estandar,Si,80.46
PKG-2512,15.63,177.2,Estandar,No,52.62
PKG-2513,5.52,31.9,Express,No,34.55
PKG-2514,24.22,613.9,Express,No,111.55
PKG-2515,16.89,610.8,Express,No,100.06
PKG-2516,11.08,440.3,Estandar,No,65.83
PKG-2517,27.16,504.2,Estandar,Si,109.97
PKG-2518,19.17,633.6,Estandar,No,90.03
PKG-2519,27.29,411.3,Estandar,No,88.99
PKG-2520,1.36,194.3,Express,Si,50.54
PKG-2521,28.2,92.3,Express,No,82.84
PKG-2522,11.67,40.5,Express,No,42.03
PKG-2523,6.8,470.8,Mismo_Dia,No,83.67
PKG-2524,22.89,404.3,Estandar,No,79.02
PKG-2525,19.17,447.5,Express,Si,103.12
PKG-2526,6.67,306.2,Estandar,No,44.9
PKG-2527,11.15,788.9,Mismo_Dia,No,116.91
PKG-2528,5.8,751.5,Express,No,89.45
PKG-2529,27.1,219.2,Estandar,No,69.95
PKG-2530,1.7,271.3,Mismo_Dia,No,57.53
PKG-2531,9.31,685.8,Estandar,No,78.67
PKG-2532,11.06,418.6,Express,No,70.74
PKG-2533,22.06,423.5,Express,Si,102.25
PKG-2534,8.42,509.2,Mismo_Dia,Si,101.26
PKG-2535,11.28,799.2,Mismo_Dia,Si,129.78
PKG-2536,7.78,723.7,Mismo_Dia,Si,115.54
PKG-2537,18.81,404.9,Express,No,85.34
PKG-2538,29.11,665.5,Express,No,125.24
PKG-2539,9.71,416.6,Express,Si,80.14
PKG-2540,10.11,166.4,Estandar,No,35.85
PKG-2541,4.93,517.1,Estandar,No,51.31
PKG-2542,8.31,187.2,Estandar,Si,43.43
PKG-2543,17.54,678.3,Estandar,No,93.33
PKG-2544,8.95,587.7,Express,No,81.67
PKG-2545,,750.4,Express,Si,113.29
PKG-2546,21.91,448.6,Mismo_Dia,No,111.24
PKG-2547,11.2,321.1,Estandar,No,55.27
PKG-2548,7.27,84.4,Express,Si,46.77
PKG-2549,18.47,254.0,Estandar,Si,64.68
PKG-2550,9.26,52.7,Estandar,No,24.06
PKG-2551,3.01,226.8,Mismo_Dia,No,57.89
PKG-2552,0.83,93.8,Express,No,24.41
PKG-2553,4.92,726.8,Express,No,90.31
PKG-2554,24.77,17.0,Estandar,No,46.59
PKG-2555,27.68,619.2,Estandar,No,102.41
PKG-2556,22.99,635.8,Estandar,Si,112.67
PKG-2557,,741.2,Estandar,Si,84.14
PKG-2558,14.97,281.0,Estandar,No,50.61
PKG-2559,12.48,315.7,Express,No,68.54
PKG-2560,27.69,758.8,Mismo_Dia,No,143.18
PKG-2561,25.69,574.3,Estandar,No,101.08
PKG-2562,13.51,499.6,Mismo_Dia,No,101.52
PKG-2563,22.47,510.2,Express,Si,109.76
PKG-2564,2.85,693.7,Express,Si,86.92
PKG-2565,12.88,161.8,Express,No,52.87
PKG-2566,27.27,554.7,Express,No,116.38
PKG-2567,27.74,83.7,Express,No,74.72
PKG-2568,6.67,430.6,Estandar,No,54.05
PKG-2569,14.89,79.6,Estandar,No,38.33
PKG-2570,29.33,763.3,Express,No,132.95
PKG-2571,18.13,481.4,Mismo_Dia,No,101.79
PKG-2572,14.54,682.6,Express,No,101.4
PKG-2573,9.56,316.0,Express,No,62.58
PKG-2574,22.55,79.7,Mismo_Dia,No,78.54
PKG-2575,18.81,701.6,Estandar,No,94.06
PKG-2576,24.26,63.8,Estandar,No,54.4
PKG-2577,14.0,188.5,Estandar,No,43.76
PKG-2578,2.62,367.8,Estandar,No,33.65
PKG-2579,3.67,162.1,Express,No,37.39
PKG-2580,3.16,299.8,Express,No,47.61
PKG-2581,2.3,798.0,Estandar,No,76.35
PKG-2582,8.33,565.4,Estandar,No,67.72
PKG-2583,11.29,40.5,Estandar,Si,39.31
PKG-2584,21.93,599.6,Express,No,104.63
PKG-2585,5.37,117.1,Express,No,39.37
PKG-2586,17.47,24.6,Express,Si,63.13
PKG-2587,26.53,779.1,Estandar,No,116.36
PKG-2588,17.78,439.0,Estandar,No,68.97
PKG-2589,28.07,493.6,Express,Si,117.67
PKG-2590,,45.7,Express,No,38.59
PKG-2591,19.52,375.2,Express,No,85.78
PKG-2592,20.55,263.5,Estandar,No,67.31
PKG-2593,25.19,,Express,No,117.88
PKG-2594,29.6,362.3,Estandar,No,85.63
PKG-2595,9.38,72.2,Express,No,46.32
PKG-2596,23.75,153.0,Estandar,Si,75.16
PKG-2597,17.62,45.0,Mismo_Dia,No,67.95
PKG-2598,13.07,322.6,Mismo_Dia,No,84.68
PKG-2599,2.55,759.7,Express,Si,98.96
PKG-2600,5.95,,Estandar,No,70.18
PKG-2601,4.87,278.3,Mismo_Dia,No,61.34
PKG-2602,17.27,573.8,Mismo_Dia,No,114.04
PKG-2603,7.3,134.6,Express,No,45.46
PKG-2604,24.82,328.1,Express,No,87.37
PKG-2605,7.39,168.4,Express,No,42.93
PKG-2606,1.24,274.4,Express,Si,48.75
PKG-2607,20.48,325.3,Estandar,No,64.52
PKG-2608,24.98,175.7,Express,No,71.81
PKG-2609,26.68,372.7,Estandar,No,84.1
PKG-2610,20.16,514.5,Estandar,Si,87.73
PKG-2611,27.13,556.2,Express,Si,122.15
PKG-2612,6.41,627.9,Express,No,79.48
PKG-2613,0.86,600.9,Express,No,70.97
PKG-2614,20.58,278.5,Express,No,79.98
PKG-2615,5.96,749.9,Estandar,No,71.09
PKG-2616,21.27,212.7,Estandar,No,64.95
PKG-2617,5.68,296.3,Estandar,No,38.63
PKG-2618,4.25,582.4,Express,Si,82.1
PKG-2619,6.66,100.7,Express,No,42.8
PKG-2620,28.97,114.7,Estandar,No,67.87
PKG-2621,25.62,210.8,Express,No,85.36
PKG-2622,24.84,241.1,Estandar,No,67.44
PKG-2623,27.84,,Express,Si,83.81
PKG-2624,7.42,382.7,Estandar,No,45.92
PKG-2625,14.52,681.5,Express,No,99.69
PKG-2626,17.97,67.0,Express,Si,73.62
PKG-2627,12.12,494.8,Estandar,No,64.82
PKG-2628,17.52,220.7,Mismo_Dia,Si,92.92
PKG-2629,18.65,123.7,Mismo_Dia,Si,87.36
PKG-2630,17.18,611.2,Estandar,No,88.79
PKG-2631,7.98,332.2,Express,Si,80.11
PKG-2632,12.65,329.7,Estandar,No,52.74
PKG-2633,20.42,,Express,No,88.16
PKG-2634,15.04,105.7,Mismo_Dia,No,69.36
PKG-2635,15.92,71.0,Express,Si,65.95
PKG-2636,29.33,786.1,Express,No,136.71
PKG-2637,25.69,713.5,Express,No,120.78
PKG-2638,25.35,229.4,Express,Si,94.72
PKG-2639,23.95,672.0,Estandar,Si,117.22
PKG-2640,12.53,740.0,Express,No,98.99
PKG-2641,12.04,672.1,Estandar,No,78.95
PKG-2642,0.93,144.6,Estandar,No,17.82
PKG-2643,27.92,669.8,Express,No,128.3
PKG-2644,27.41,514.0,Estandar,Si,106.78
PKG-2645,3.2,456.6,Mismo_Dia,No,81.44
PKG-2646,24.56,630.6,Estandar,No,99.76
PKG-2647,13.71,623.4,Estandar,No,79.61
PKG-2648,,698.5,Estandar,No,80.98
PKG-2649,19.5,451.2,Mismo_Dia,No,106.92
PKG-2650,29.53,767.8,Estandar,Si,134.67
PKG-2651,12.63,641.5,Express,No,87.56
PKG-2652,5.75,138.1,Estandar,No,25.11
PKG-2653,0.58,63.5,Estandar,No,8.37
PKG-2654,29.22,655.9,Express,No,121.68
PKG-2655,8.99,32.4,Express,No,39.64
PKG-2656,11.84,308.6,Estandar,No,49.28
PKG-2657,4.83,308.7,Estandar,No,35.09
PKG-2658,2.58,266.7,Mismo_Dia,No,63.27
PKG-2659,24.77,174.7,Estandar,No,64.61
PKG-2660,,213.3,Estandar,No,35.76
PKG-2661,9.35,46.3,Estandar,Si,41.01
PKG-2662,,676.8,Express,No,120.53
PKG-2663,26.22,103.6,Mismo_Dia,No,90.82
PKG-2664,26.28,386.6,Mismo_Dia,No,109.62
PKG-2665,25.39,528.9,Estandar,Si,109.97
PKG-2666,2.56,480.9,Mismo_Dia,No,83.82
PKG-2667,1.05,653.0,Estandar,No,54.92
PKG-2668,7.05,31.6,Express,No,31.53
PKG-2669,6.47,147.4,Express,No,45.43
PKG-2670,0.74,505.1,Estandar,Si,55.25
PKG-2671,21.5,99.1,Express,No,63.73
PKG-2672,8.51,93.4,Express,No,40.37
PKG-2673,,54.8,Estandar,No,55.22
PKG-2674,20.86,463.1,Express,No,90.33
PKG-2675,30.0,379.8,Express,No,97.91
PKG-2676,1.4,147.4,Estandar,Si,29.83
PKG-2677,28.39,297.0,Express,Si,105.08
PKG-2678,,81.7,Estandar,No,64.54
PKG-2679,24.41,472.7,Express,Si,112.06
PKG-2680,,233.4,Express,No,49.03
PKG-2681,12.25,693.6,Mismo_Dia,Si,119.25
PKG-2682,27.2,698.9,Mismo_Dia,Si,155.28
PKG-2683,19.03,635.9,Estandar,No,88.21
PKG-2684,8.97,29.9,Mismo_Dia,No,56.53
PKG-2685,27.12,,Estandar,Si,70.05
PKG-2686,,435.8,Estandar,Si,61.78
PKG-2687,17.89,714.7,Express,No,103.03
PKG-2688,25.22,,Estandar,No,86.68
PKG-2689,26.34,143.5,Estandar,No,68.15
PKG-2690,5.37,653.0,Express,No,83.98
PKG-2691,21.62,138.5,Estandar,Si,72.0
PKG-2692,9.39,522.4,Estandar,No,60.13
PKG-2693,12.08,772.4,Estandar,Si,98.0
PKG-2694,4.06,376.5,Estandar,Si,57.64
PKG-2695,1.16,162.9,Estandar,No,19.42
PKG-2696,18.83,408.1,Mismo_Dia,Si,114.25
PKG-2697,20.5,543.4,Mismo_Dia,Si,120.1
PKG-2698,,667.2,Express,No,80.67
PKG-2699,1.16,745.8,Express,No,84.87
PKG-2700,26.54,195.6,Mismo_Dia,No,99.88
PKG-2701,17.39,55.5,Express,No,48.85
PKG-2702,7.81,,Mismo_Dia,No,111.8
PKG-2703,14.36,208.6,Mismo_Dia,No,79.42
PKG-2704,25.15,671.4,Estandar,No,102.64
PKG-2705,19.01,677.6,Mismo_Dia,No,126.15
PKG-2706,18.64,751.4,Estandar,No,101.05
PKG-2707,20.02,782.1,Estandar,No,104.77
PKG-2708,1.6,634.0,Estandar,No,61.05
PKG-2709,9.76,584.2,Express,No,81.63
PKG-2710,21.44,597.7,Estandar,Si,106.8
PKG-2711,12.45,,Express,No,50.08
PKG-2712,,407.2,Express,Si,89.47
PKG-2713,3.04,40.8,Express,No,30.1
PKG-2714,11.86,131.1,Express,No,48.73
PKG-2715,5.75,11.0,Express,No,34.07
PKG-2716,6.2,,Express,No,68.52
PKG-2717,14.71,796.4,Estandar,No,99.99
PKG-2718,2.78,27.0,Estandar,Si,28.43
PKG-2719,9.01,494.9,Mismo_Dia,No,82.46
PKG-2720,17.44,530.9,Express,No,98.21
PKG-2721,23.64,303.4,Express,No,84.51
PKG-2722,29.05,556.2,Mismo_Dia,No,129.17
PKG-2723,5.15,314.0,Express,Si,68.21
PKG-2724,2.74,259.1,Mismo_Dia,No,54.92
PKG-2725,27.36,94.9,Mismo_Dia,No,86.61
PKG-2726,14.95,759.2,Express,No,102.34
PKG-2727,,,Express,No,78.08
PKG-2728,20.1,770.4,Estandar,Si,117.03
PKG-2729,10.05,488.1,Estandar,No,57.79
PKG-2730,24.0,471.4,Estandar,No,88.72
PKG-2731,20.9,501.3,Estandar,No,85.12
PKG-2732,21.35,759.4,Express,No,124.78
PKG-2733,24.47,455.2,Express,No,102.48
PKG-2734,5.63,342.1,Estandar,Si,54.18
PKG-2735,28.04,418.2,Estandar,No,91.2
PKG-2736,3.93,,Express,Si,52.36
PKG-2737,15.69,476.2,Estandar,Si,83.84
PKG-2738,11.88,520.8,Mismo_Dia,Si,114.63
PKG-2739,16.7,259.0,Estandar,Si,75.87
PKG-2740,29.07,450.1,Estandar,Si,105.88
PKG-2741,2.67,257.9,Estandar,No,33.19
PKG-2742,19.06,552.5,Express,No,96.62
PKG-2743,11.87,301.1,Estandar,No,54.04
PKG-2744,28.59,320.3,Express,Si,107.62
PKG-2745,25.73,104.1,Express,No,74.75
PKG-2746,4.18,342.1,Express,No,52.21
PKG-2747,7.25,660.7,Express,No,76.97
PKG-2748,3.56,401.2,Mismo_Dia,No,73.34
PKG-2749,4.52,604.5,Estandar,No,57.94
PKG-2750,0.64,763.4,Estandar,No,72.64
PKG-2751,11.72,337.0,Express,Si,76.67
PKG-2752,29.86,165.2,Express,No,87.74
PKG-2753,13.41,55.4,Estandar,Si,51.68
PKG-2754,14.0,594.5,Estandar,No,76.1
PKG-2755,11.66,,Express,No,94.41
PKG-2756,7.77,287.0,Estandar,No,49.98
PKG-2757,10.71,444.4,Express,No,74.2
PKG-2758,4.86,,Mismo_Dia,No,76.01
PKG-2759,27.45,497.9,Estandar,Si,107.07
PKG-2760,22.57,619.9,Estandar,Si,109.08
PKG-2761,15.21,734.6,Express,No,100.74
PKG-2762,17.02,343.5,Express,No,77.48
PKG-2763,3.85,151.6,Mismo_Dia,No,51.08
PKG-2764,,366.5,Estandar,No,67.51
PKG-2765,15.55,94.6,Estandar,Si,55.46
PKG-2766,7.94,141.0,Estandar,Si,38.77
PKG-2767,16.09,649.7,Estandar,No,83.99
PKG-2768,24.76,603.2,Estandar,Si,113.96
PKG-2769,25.82,91.5,Estandar,No,57.5
PKG-2770,20.41,487.2,Express,No,89.88
PKG-2771,25.1,52.5,Express,No,64.42
PKG-2772,10.7,,Express,No,72.8
PKG-2773,13.9,772.9,Mismo_Dia,No,128.39
PKG-2774,20.12,532.4,Express,No,94.26
PKG-2775,6.52,101.1,Estandar,No,26.04
PKG-2776,14.41,761.7,Express,No,105.16
PKG-2777,25.05,626.6,Mismo_Dia,No,131.7
PKG-2778,15.67,454.6,Express,No,79.8
PKG-2779,26.47,210.0,Mismo_Dia,No,101.61
PKG-2780,1.98,51.6,Express,Si,43.98
PKG-2781,26.12,127.6,Mismo_Dia,No,93.66
PKG-2782,22.11,108.7,Estandar,No,61.79
PKG-2783,21.06,601.2,Estandar,No,88.13
PKG-2784,25.23,462.8,Express,No,99.47
PKG-2785,27.87,381.7,Estandar,No,85.07
PKG-2786,25.74,790.9,Estandar,No,116.35
PKG-2787,14.05,313.8,Estandar,No,53.81
PKG-2788,12.59,231.4,Express,Si,74.08
PKG-2789,,252.8,Estandar,No,43.09
PKG-2790,6.59,793.7,Estandar,Si,93.03
PKG-2791,3.54,64.7,Estandar,No,18.27
PKG-2792,9.28,560.4,Estandar,No,68.99
PKG-2793,29.46,563.2,Estandar,No,101.45
PKG-2794,12.28,630.3,Express,No,92.76
PKG-2795,0.65,122.2,Express,No,24.12
PKG-2796,2.88,484.0,Estandar,No,56.07
PKG-2797,,693.8,Express,No,99.38
PKG-2798,29.42,73.4,Estandar,No,65.27
PKG-2799,18.24,76.5,Estandar,Si,55.16
PKG-2800,25.99,540.9,Estandar,No,86.11
PKG-2801,4.93,259.6,Mismo_Dia,Si,81.69
PKG-2802,1.24,708.7,Estandar,No,67.94
PKG-2803,21.1,21.9,Express,Si,77.55
PKG-2804,3.71,379.7,Express,Si,65.21
PKG-2805,,206.0,Estandar,No,61.92
PKG-2806,22.48,620.9,Estandar,No,96.22
PKG-2807,23.36,109.1,Express,Si,78.33
PKG-2808,13.47,640.3,Express,No,94.98
PKG-2809,7.92,666.4,Estandar,No,69.17
PKG-2810,29.46,342.9,Estandar,Si,100.46
PKG-2811,29.17,,Express,No,113.69
PKG-2812,28.64,538.5,Estandar,No,107.42
PKG-2813,13.75,597.0,Mismo_Dia,No,115.3
PKG-2814,26.6,508.1,Express,No,107.48
PKG-2815,25.76,382.1,Mismo_Dia,No,116.55
PKG-2816,21.94,160.4,Estandar,No,58.07
PKG-2817,13.71,593.4,Estandar,No,72.38
PKG-2818,24.4,711.2,Express,No,115.77
PKG-2819,14.97,652.7,Estandar,No,89.28
PKG-2820,14.52,205.2,Mismo_Dia,No,78.51
PKG-2821,16.53,168.4,Mismo_Dia,No,76.16
PKG-2822,27.28,166.8,Mismo_Dia,No,93.95
PKG-2823,0.73,90.6,Express,Si,40.59
PKG-2824,29.13,343.0,Estandar,Si,98.7
PKG-2825,12.68,26.1,Estandar,No,31.78
PKG-2826,14.7,796.4,Estandar,Si,105.24
PKG-2827,14.21,48.8,Estandar,Si,49.34
PKG-2828,5.81,543.1,Estandar,No,55.34
PKG-2829,,720.2,Express,No,112.96
PKG-2830,16.27,265.8,Estandar,Si,67.07
PKG-2831,16.49,179.1,Estandar,Si,56.92
PKG-2832,10.68,620.6,Estandar,Si,83.64
PKG-2833,3.52,625.9,Estandar,No,66.76
PKG-2834,1.77,480.8,Estandar,No,50.18
PKG-2835,12.95,107.5,Estandar,No,29.37
PKG-2836,4.93,49.3,Estandar,No,19.49
PKG-2837,28.29,477.8,Express,No,101.47
PKG-2838,15.1,236.7,Express,No,60.7
PKG-2839,22.46,32.1,Estandar,No,50.18
PKG-2840,17.21,726.0,Express,No,111.04
PKG-2841,17.6,460.4,Express,No,83.23
PKG-2842,17.97,523.0,Express,No,86.4
PKG-2843,7.19,33.7,Express,No,37.06
PKG-2844,7.38,708.0,Estandar,No,75.3
PKG-2845,7.54,266.3,Estandar,No,36.57
PKG-2846,18.67,126.8,Express,No,57.41
PKG-2847,,165.9,Estandar,No,78.75
PKG-2848,19.95,238.0,Express,Si,82.55
PKG-2849,5.54,214.2,Estandar,Si,50.27
PKG-2850,28.6,787.6,Mismo_Dia,No,146.05
PKG-2851,,519.3,Express,No,96.71
PKG-2852,19.27,112.8,Mismo_Dia,No,84.14
PKG-2853,23.16,767.3,Express,No,125.43
PKG-2854,26.02,488.2,Express,No,105.79
PKG-2855,28.58,375.8,Express,No,101.89
PKG-2856,12.2,361.9,Express,No,72.32
PKG-2857,23.51,563.6,Estandar,No,94.77
PKG-2858,1.06,305.3,Mismo_Dia,No,63.87
PKG-2859,10.21,580.0,Estandar,No,69.01
PKG-2860,21.45,381.5,Estandar,No,77.63
PKG-2861,12.64,,Estandar,Si,47.56
PKG-2862,14.9,,Estandar,No,46.39
PKG-2863,16.28,609.0,Estandar,No,80.67
PKG-2864,9.59,467.9,Estandar,No,66.03
PKG-2865,9.51,448.2,Express,No,69.35
PKG-2866,3.27,790.5,Express,No,83.44
PKG-2867,0.6,561.6,Express,Si,75.69
PKG-2868,25.63,299.8,Mismo_Dia,No,102.58
PKG-2869,11.69,476.8,Estandar,No,66.85
PKG-2870,24.24,725.3,Express,No,121.13
PKG-2871,3.26,630.1,Express,Si,88.29
PKG-2872,14.86,324.0,Estandar,Si,66.96
PKG-2873,15.58,255.5,Mismo_Dia,No,80.36
PKG-2874,10.62,119.7,Express,Si,56.96
PKG-2875,17.75,250.9,Estandar,No,59.97
PKG-2876,16.44,566.2,Estandar,No,85.05
PKG-2877,12.06,394.7,Estandar,No,49.13
PKG-2878,10.82,347.0,Estandar,Si,63.35
PKG-2879,13.78,498.8,Express,Si,97.43
PKG-2880,12.75,517.0,Estandar,Si,79.42
PKG-2881,,,Express,No,55.69
PKG-2882,22.9,334.3,Express,Si,97.87
PKG-2883,4.79,627.2,Estandar,Si,69.6
PKG-2884,24.12,164.3,Estandar,No,66.39
PKG-2885,12.14,229.3,Estandar,No,40.39
PKG-2886,1.21,792.2,Express,No,84.49
PKG-2887,16.05,652.9,Estandar,No,79.59
PKG-2888,16.36,315.8,Estandar,Si,72.1
PKG-2889,17.06,639.2,Mismo_Dia,No,120.76
PKG-2890,12.61,668.0,Mismo_Dia,No,107.8
PKG-2891,17.18,612.5,Estandar,No,84.24
PKG-2892,28.47,281.0,Estandar,No,75.46
PKG-2893,15.27,84.9,Estandar,No,39.1
PKG-2894,18.06,71.6,Express,No,55.57
PKG-2895,14.66,354.9,Estandar,Si,69.29
PKG-2896,1.33,556.1,Estandar,Si,62.68
PKG-2897,12.71,479.3,Mismo_Dia,No,95.5
PKG-2898,29.58,606.4,Estandar,No,109.81
PKG-2899,22.02,161.8,Express,No,65.53
PKG-2900,29.95,329.6,Estandar,No,87.19
PKG-2901,6.06,76.6,Mismo_Dia,No,57.51
PKG-2902,17.67,269.1,Express,No,75.39
PKG-2903,22.89,587.4,Estandar,No,91.49
PKG-2904,2.84,520.7,Mismo_Dia,Si,93.65
PKG-2905,28.61,687.4,Express,No,126.05
PKG-2906,28.74,565.7,Estandar,Si,111.54
PKG-2907,9.28,37.7,Express,No,40.86
PKG-2908,20.08,332.5,Mismo_Dia,No,95.16
PKG-2909,6.52,,Mismo_Dia,Si,74.96
PKG-2910,25.55,693.6,Mismo_Dia,Si,143.47
PKG-2911,25.77,766.6,Estandar,No,110.16
PKG-2912,25.01,300.3,Mismo_Dia,No,106.69
PKG-2913,18.81,535.1,Estandar,No,78.79
PKG-2914,10.24,304.2,Estandar,Si,58.32
PKG-2915,17.72,147.5,Estandar,No,56.41
PKG-2916,15.76,303.4,Express,No,70.57
PKG-2917,25.05,608.0,Estandar,No,104.42
PKG-2918,5.53,678.5,Estandar,No,69.69
PKG-2919,1.1,517.7,Estandar,No,54.73
PKG-2920,27.71,633.2,Estandar,Si,115.19
PKG-2921,27.9,179.7,Mismo_Dia,No,91.15
PKG-2922,7.0,533.3,Express,No,68.8
PKG-2923,9.99,774.5,Express,No,94.21
PKG-2924,28.33,97.7,Express,Si,91.15
PKG-2925,5.08,514.3,Express,Si,73.86
PKG-2926,27.52,252.0,Estandar,No,71.58
PKG-2927,24.74,413.8,Estandar,No,84.2
PKG-2928,8.82,87.0,Estandar,No,31.95
PKG-2929,26.38,126.4,Estandar,No,59.35
PKG-2930,22.81,325.6,Express,No,86.62
PKG-2931,29.9,226.8,Estandar,No,71.6
PKG-2932,3.61,279.3,Mismo_Dia,Si,74.8
PKG-2933,3.55,235.3,Express,Si,57.51
PKG-2934,25.38,512.0,Estandar,No,95.02
PKG-2935,8.17,50.3,Express,No,34.69
PKG-2936,24.73,622.7,Estandar,Si,112.48
PKG-2937,7.82,170.4,Estandar,No,41.7
PKG-2938,26.75,404.7,Mismo_Dia,No,119.13
PKG-2939,10.36,134.8,Express,No,47.48
PKG-2940,8.71,212.4,Estandar,Si,56.11
PKG-2941,3.95,257.9,Express,No,42.62
PKG-2942,0.95,44.7,Estandar,No,10.77
PKG-2943,1.22,593.6,Mismo_Dia,No,79.3
PKG-2944,11.91,696.1,Estandar,No,79.32
PKG-2945,6.14,112.9,Estandar,No,29.55
PKG-2946,16.4,529.5,Express,No,94.0
PKG-2947,10.35,55.0,Express,No,46.24
PKG-2948,22.05,109.5,Express,Si,86.4
PKG-2949,9.86,423.9,Estandar,Si,67.47
PKG-2950,15.72,136.0,Mismo_Dia,No,80.22
PKG-2951,0.68,693.4,Express,No,76.82
PKG-2952,26.57,782.5,Mismo_Dia,Si,156.56
PKG-2953,25.68,624.8,Express,No,113.29
PKG-2954,5.62,330.3,Estandar,Si,53.96
PKG-2955,5.28,209.7,Express,No,37.73
PKG-2956,5.63,690.4,Estandar,Si,79.36
PKG-2957,19.03,249.5,Estandar,Si,74.8
PKG-2958,29.46,118.3,Mismo_Dia,No,96.21
PKG-2959,5.59,797.1,Express,No,93.2
PKG-2960,16.89,,Estandar,No,86.22
PKG-2961,3.26,559.2,Express,No,73.11
PKG-2962,8.05,369.0,Estandar,No,49.96
PKG-2963,3.55,363.9,Estandar,No,38.06
PKG-2964,8.84,746.5,Express,No,91.95
PKG-2965,9.57,23.6,Mismo_Dia,Si,67.28
PKG-2966,27.28,359.6,Estandar,No,83.23
PKG-2967,0.9,414.5,Mismo_Dia,No,74.65
PKG-2968,28.99,,Express,No,130.33
PKG-2969,9.42,136.6,Express,Si,61.9
PKG-2970,26.4,782.9,Express,No,126.61
PKG-2971,6.5,545.2,Estandar,No,66.8
PKG-2972,3.64,768.9,Express,No,87.56
PKG-2973,19.23,238.3,Estandar,No,56.85
PKG-2974,11.28,231.9,Express,Si,68.47
PKG-2975,12.67,418.7,Express,No,69.7
PKG-2976,,471.7,Estandar,No,66.55
PKG-2977,10.57,695.2,Estandar,Si,91.93
PKG-2978,10.86,342.3,Express,Si,74.65
PKG-2979,15.36,591.2,Express,No,100.02
PKG-2980,21.76,120.2,Estandar,No,56.96
PKG-2981,2.72,170.6,Express,No,29.25
PKG-2982,20.21,632.9,Estandar,No,92.42
PKG-2983,23.12,660.8,Estandar,No,98.39
PKG-2984,8.93,623.2,Express,No,82.89
PKG-2985,19.62,729.5,Estandar,No,97.99
PKG-2986,6.46,517.6,Estandar,No,58.91
PKG-2987,,434.9,Estandar,No,84.72
PKG-2988,25.44,358.7,Estandar,Si,88.92
PKG-2989,10.43,436.0,Estandar,No,61.57
PKG-2990,16.74,412.9,Express,No,78.6
PKG-2991,5.47,636.8,Express,Si,90.06
PKG-2992,21.11,193.9,Express,No,73.22
PKG-2993,29.94,275.4,Mismo_Dia,No,113.38
PKG-2994,28.77,482.9,Express,Si,115.21
PKG-2995,,496.5,Estandar,No,104.02
PKG-2996,24.29,712.8,Estandar,No,109.51
PKG-2997,28.07,242.7,Estandar,Si,83.58
PKG-2998,12.95,163.0,Express,No,51.28
PKG-2999,20.93,600.7,Mismo_Dia,Si,132.7
PKG-3000,4.26,751.2,Express,No,87.59
PKG-3001,20.03,631.6,Estandar,No,89.99
PKG-3002,25.88,72.3,Estandar,Si,71.24
PKG-3003,,199.0,Estandar,No,72.53
PKG-3004,2.22,501.5,Estandar,No,46.98
PKG-3005,3.57,,Express,No,62.61
PKG-3006,16.56,35.4,Estandar,No,36.37
PKG-3007,21.66,502.5,Estandar,No,90.27
PKG-3008,3.1,339.1,Express,No,50.89
PKG-3009,10.09,69.1,Express,No,40.17
PKG-3010,28.23,654.1,Express,No,122.42
PKG-3011,10.32,,Express,Si,92.52
PKG-3012,11.72,508.0,Mismo_Dia,No,93.24
PKG-3013,1.58,764.4,Estandar,No,73.01
PKG-3014,21.46,396.6,Estandar,Si,84.64
PKG-3015,27.69,750.2,Estandar,No,112.54
